MODEL,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
JAZZ ZX CVT,1018000,84000,2019,WHITE ORCHID PEARL,PETROL,AMT
JAZZ ZX CVT,818000,79000,2016,LUNAR SILVER METALLIC,PETROL,AMT
JAZZ ZX CVT,1078000,42000,2020,MODERN STEEL METALLIC,PETROL,AMT
JAZZ ZX CVT,948000,65000,2018,GOLDEN BROWN METALLIC,PETROL,AMT
CR-V 2.0 CVT,3318000,68000,2018,REDIANT RED METALLIC,PETROL,AMT
CR-V 2.0 CVT,3378000,61000,2019,WHITE ORCHID PEARL,PETROL,AMT
CR-V 2.0 CVT,3248000,72000,2017,MODERN STEEL METALLIC,PETROL,AMT
CR-V 2.0 CVT,3418000,50000,2020,GOLDEN BROWN METALLIC,PETROL,AMT
CR-V 2.0 CVT,3118000,77000,2016,RADIANT RED METALLIC,PETROL,AMT
CR-V 2.0 CVT,3428000,48000,2020,LUNAR SILVER,PETROL,AMT
CR-V SPECIAL EDITION,3278000,72000,2017,REDIANT RED METALLIC,PETROL,AMT
CR-V SPECIAL EDITION,3358000,57000,2018,WHITE ORCHID PEARL,PETROL,AMT
CR-V SPECIAL EDITION,3268000,80000,2016,MODERN STEEL METALLIC,PETROL,AMT
CR-V SPECIAL EDITION,3559000,41000,2020,GOLDEN BROWN METALLIC,PETROL,AMT
CR-V SPECIAL EDITION,3228000,62000,2018,RADIANT RED METALLIC,PETROL,AMT
CR-V SPECIAL EDITION,3458000,59000,2019,LUNAR SILVER,PETROL,AMT
EON D-LITE+,160000,11000,2011,POLAR WHITE,PETROL,MANUAL
EON D-LITE+,165000,12000,2012,SLEEK SILVER,PETROL,MANUAL
EON D-LITE+,180000,19000,2014,STAR DUST,PETROL,MANUAL
EON D-LITE+,175000,17000,2013,PRISTINE BLUE,PETROL,MANUAL
EON D-LITE+,190000,26000,2015,FIERY RED,PETROL,MANUAL
EON D-LITE+,215000,14000,2017,POLAR WHITE,PETROL,MANUAL
EON D-LITE+,210000,18000,2016,SLEEK SILVER,PETROL,MANUAL
EON D-LITE+,285000,16000,2018,STAR DUST,PETROL,MANUAL
EON D-LITE+,380000,21000,2020,PRISTINE BLUE,PETROL,MANUAL
EON D-LITE+,315000,20000,2019,FIERY RED,PETROL,MANUAL
EON ERA+,310000,19000,2018,POLAR WHITE,PETROL,MANUAL
EON ERA+,325000,22000,2019,SLEEK SILVER,PETROL,MANUAL
EON ERA+,275000,17000,2016,STAR DUST,PETROL,MANUAL
EON ERA+,272000,18000,2017,PRISTINE BLUE,PETROL,MANUAL
EON ERA+,316000,19000,2019,FIERY RED,PETROL,MANUAL
EON MAGNA+,185000,17000,2014,POLAR WHITE,PETROL,MANUAL
EON MAGNA+,310000,21000,2018,SLEEK SILVER,PETROL,MANUAL
EON MAGNA+,325000,19000,2019,STAR DUST,PETROL,MANUAL
EON MAGNA+,255000,16000,2017,PRISTINE BLUE,PETROL,MANUAL
EON MAGNA+,126000,12000,2013,FIERY RED,PETROL,MANUAL
EON SPORTZ,286000,15000,2018,POLAR WHITE,PETROL,MANUAL
EON SPORTZ,230000,12000,2013,SLEEK SILVER,PETROL,MANUAL
EON SPORTZ,221000,16000,2012,STAR DUST,PETROL,MANUAL
EON SPORTZ,110000,14000,2011,PRISTINE BLUE,PETROL,MANUAL
EON SPORTZ,145000,11000,2013,FIERY RED,PETROL,MANUAL
EON ERA+(1.0),135000,14000,2014,POLAR WHITE,PETROL,MANUAL
EON ERA+(1.0),121000,16000,2012,SLEEK SILVER,PETROL,MANUAL
EON ERA+(1.0),295000,19000,2016,STAR DUST,PETROL,MANUAL
EON ERA+(1.0),286000,17000,2015,PRISTINE BLUE,PETROL,MANUAL
EON ERA+(1.0),135000,13000,2014,FIERY RED,PETROL,MANUAL
EON MAGNA+(1.0),310000,21000,2017,POLAR WHITE,PETROL,MANUAL
EON MAGNA+(1.0),345000,18000,2018,SLEEK SILVER,PETROL,MANUAL
EON MAGNA+(1.0),385000,18000,2020,STAR DUST,PETROL,MANUAL
EON MAGNA+(1.0),285000,16000,2015,PRISTINE BLUE,PETROL,MANUAL
EON MAGNA+(1.0),315000,12000,2012,FIERY RED,PETROL,MANUAL
SANTRO ERA,320000,14000,2019,TYPHOON SILVER,PETROL,MANUAL
SANTRO ERA,415000,11000,2020,POLAR WHITE,PETROL,MANUAL
SANTRO ERA,310000,21000,2018,TITAN GREY,PETROL,MANUAL
SANTRO ERA,332000,16000,2019,IMPERIAL BEIGE,PETROL,MANUAL
SANTRO ERA,290000,21000,2017,MARINA BLUE,PETROL,MANUAL
SANTRO ERA,295000,11000,2016,FIERY RED,PETROL,MANUAL
SANTRO ERA,255000,18000,2014,DIANA GREEN,PETROL,MANUAL
SANTRO MAGNA,315000,17000,2017,TYPHOON SILVER,PETROL,MANUAL
SANTRO MAGNA,312000,16500,2018,POLAR WHITE,PETROL,MANUAL
SANTRO MAGNA,210000,15000,2013,TITAN GREY,PETROL,MANUAL
SANTRO MAGNA,211000,14500,2019,IMPERIAL BEIGE,PETROL,MANUAL
SANTRO MAGNA,290000,16000,2018,MARINA BLUE,PETROL,MANUAL
SANTRO MAGNA,222000,15000,2013,FIERY RED,PETROL,MANUAL
SANTRO MAGNA,252000,16000,2011,DIANA GREEN,PETROL,MANUAL
SANTRO MAGNA,162000,17000,2012,TYPHOON SILVER,CNG,MANUAL
SANTRO MAGNA,282000,19000,2016,POLAR WHITE,CNG,MANUAL
SANTRO MAGNA,225000,21000,2015,TITAN GREY,CNG,MANUAL
SANTRO MAGNA,215000,16000,2014,IMPERIAL BEIGE,CNG,MANUAL
SANTRO MAGNA,285000,15000,2017,MARINA BLUE,CNG,MANUAL
SANTRO MAGNA,322000,15500,2019,FIERY RED,CNG,MANUAL
SANTRO MAGNA,290000,13000,2018,DIANA GREEN,CNG,MANUAL
SANTRO MAGNA,286000,18500,2016,TYPHOON SILVER,PETROL,AMT
SANTRO MAGNA,325000,12500,2018,POLAR WHITE,PETROL,AMT
SANTRO MAGNA,310000,16500,2017,TITAN GREY,PETROL,AMT
SANTRO MAGNA,325000,16000,2019,IMPERIAL BEIGE,PETROL,AMT
SANTRO MAGNA,322000,11000,2018,MARINA BLUE,PETROL,AMT
SANTRO MAGNA,365000,19500,2020,FIERY RED,PETROL,AMT
SANTRO MAGNA,345000,18500,2019,DIANA GREEN,PETROL,AMT
SANTRO SPORTZ,295000,19000,2017,TYPHOON SILVER,CNG,MANUAL
SANTRO SPORTZ,320000,21000,2018,POLAR WHITE,CNG,MANUAL
SANTRO SPORTZ,215000,15000,2014,TITAN GREY,CNG,MANUAL
SANTRO SPORTZ,285000,17000,2016,IMPERIAL BEIGE,CNG,MANUAL
SANTRO SPORTZ,195000,15000,2015,MARINA BLUE,CNG,MANUAL
SANTRO SPORTZ,215000,16500,2014,FIERY RED,CNG,MANUAL
SANTRO SPORTZ,296000,14000,2017,DIANA GREEN,CNG,MANUAL
SANTRO SPORTZ,310000,13500,2020,TYPHOON SILVER,PETROL,MANUAL
SANTRO SPORTZ,150000,17000,2013,POLAR WHITE,PETROL,MANUAL
SANTRO SPORTZ,300000,13500,2018,TITAN GREY,PETROL,MANUAL
SANTRO SPORTZ,120000,14000,2011,IMPERIAL BEIGE,PETROL,MANUAL
SANTRO SPORTZ,148000,15000,2013,MARINA BLUE,PETROL,MANUAL
SANTRO SPORTZ,165000,16500,2012,FIERY RED,PETROL,MANUAL
SANTRO SPORTZ,122000,13500,2011,DIANA GREEN,PETROL,MANUAL
SANTRO SPORTZ,150000,12000,2013,TYPHOON SILVER,PETROL,AMT
SANTRO SPORTZ,162000,18000,2012,POLAR WHITE,PETROL,AMT
SANTRO SPORTZ,140000,12500,2013,TITAN GREY,PETROL,AMT
SANTRO SPORTZ,210000,13000,2014,IMPERIAL BEIGE,PETROL,AMT
SANTRO SPORTZ,200000,12000,2015,MARINA BLUE,PETROL,AMT
SANTRO SPORTZ,106000,12500,2011,FIERY RED,PETROL,AMT
SANTRO SPORTZ,145000,13500,2014,DIANA GREEN,PETROL,AMT
SANTRO ASTA,215000,11000,2013,TYPHOON SILVER,PETROL,MANUAL
SANTRO ASTA,310000,15000,2017,POLAR WHITE,PETROL,MANUAL
SANTRO ASTA,240000,17500,2019,TITAN GREY,PETROL,MANUAL
SANTRO ASTA,295000,13500,2015,IMPERIAL BEIGE,PETROL,MANUAL
SANTRO ASTA,152000,11000,2013,MARINA BLUE,PETROL,MANUAL
SANTRO ASTA,355000,10000,2020,FIERY RED,PETROL,MANUAL
SANTRO ASTA,125000,12500,2012,DIANA GREEN,PETROL,MANUAL
i20 ERA,610000,11000,2020,POLAR WHITE,PETROL,MANUAL
i20 ERA,285000,17500,2012,SLEEK SILVER,PETROL,MANUAL
i20 ERA,275000,16500,2011,STAR DUST,PETROL,MANUAL
i20 ERA,310000,20000,2013,FIERY RED,PETROL,MANUAL
i20 ERA,345000,46000,2015,MARINA BLUE,PETROL,MANUAL
i20 ERA,315000,18000,2014,PASSION ORANGE,PETROL,MANUAL
i20 MAGNA,275000,16000,2011,POLAR WHITE,PETROL,MANUAL
i20 MAGNA,352000,44000,2015,SLEEK SILVER,PETROL,MANUAL
i20 MAGNA,317000,17500,2013,STAR DUST,PETROL,MANUAL
i20 MAGNA,380000,13000,2015,FIERY RED,PETROL,MANUAL
i20 MAGNA,552000,16000,2019,MARINA BLUE,PETROL,MANUAL
i20 MAGNA,385000,17000,2015,PASSION ORANGE,PETROL,MANUAL
i20 SPORTZ,322000,22000,2014,POLAR WHITE,PETROL,MANUAL
i20 SPORTZ,456000,21000,2016,SLEEK SILVER,PETROL,MANUAL
i20 SPORTZ,378000,22000,2015,STAR DUST,PETROL,MANUAL
i20 SPORTZ,655000,25000,2020,FIERY RED,PETROL,MANUAL
i20 SPORTZ,312000,16000,2014,MARINA BLUE,PETROL,MANUAL
i20 SPORTZ,376000,21500,2015,PASSION ORANGE,PETROL,MANUAL
i20 ASTA,610000,12500,2020,POLAR WHITE,PETROL,MANUAL
i20 ASTA,525000,13000,2018,SLEEK SILVER,PETROL,MANUAL
i20 ASTA,513000,12000,2017,STAR DUST,PETROL,MANUAL
i20 ASTA,480000,18000,2015,FIERY RED,PETROL,MANUAL
i20 ASTA,472000,17000,2014,MARINA BLUE,PETROL,MANUAL
i20 ASTA,486000,13500,2016,PASSION ORANGE,PETROL,MANUAL
i20 ASTA OPTION,482000,17500,2019,POLAR WHITE,PETROL,MANUAL
i20 ASTA OPTION,461000,11500,2015,SLEEK SILVER,PETROL,MANUAL
i20 ASTA OPTION,610000,12340,2020,STAR DUST,PETROL,MANUAL
i20 ASTA OPTION,505000,13400,2017,FIERY RED,PETROL,MANUAL
i20 ASTA OPTION,487000,13500,2016,MARINA BLUE,PETROL,MANUAL
i20 ASTA OPTION,551000,22500,2018,PASSION ORANGE,PETROL,MANUAL
i20 ASTA OPTION DUAL TONE,541000,24500,2019,POLAR WHITE,PETROL,MANUAL
i20 ASTA OPTION DUAL TONE,626000,24500,2020,FIERY RED,PETROL,MANUAL
i20 ASTA OPTION DUAL TONE,476000,25000,2018,MARINA BLUE,PETROL,MANUAL
i20 ASTA OPTION DUAL TONE,543000,24000,2019,PASSION ORANGE,PETROL,MANUAL
i20 ERA 1.4,471000,26000,2018,POLAR WHITE,DIESEL,MANUAL
i20 ERA 1.4,421000,17100,2016,SLEEK SILVER,DIESEL,MANUAL
i20 ERA 1.4,391000,25000,2014,STAR DUST,DIESEL,MANUAL
i20 ERA 1.4,410000,45500,2015,FIERY RED,DIESEL,MANUAL
i20 ERA 1.4,466000,15500,2018,MARINA BLUE,DIESEL,MANUAL
i20 ERA 1.4,391000,21000,2014,PASSION ORANGE,DIESEL,MANUAL
i20 MAGNA 1.4,410000,17500,2015,POLAR WHITE,DIESEL,MANUAL
i20 MAGNA 1.4,505000,13500,2019,SLEEK SILVER,DIESEL,MANUAL
i20 MAGNA 1.4,710000,10500,2020,STAR DUST,DIESEL,MANUAL
i20 MAGNA 1.4,431000,15500,2016,FIERY RED,DIESEL,MANUAL
i20 MAGNA 1.4,310000,50250,2011,MARINA BLUE,DIESEL,MANUAL
i20 MAGNA 1.4,395000,42000,2014,PASSION ORANGE,DIESEL,MANUAL
i20 MAGNA  AT1.4,386000,16500,2013,POLAR WHITE,PETROL,MANUAL
i20 MAGNA  AT1.4,496000,16500,2017,SLEEK SILVER,PETROL,MANUAL
i20 MAGNA  AT1.4,510000,24500,2018,STAR DUST,PETROL,MANUAL
i20 MAGNA  AT1.4,551000,17000,2019,FIERY RED,PETROL,MANUAL
i20 MAGNA  AT1.4,410000,27000,2014,MARINA BLUE,PETROL,MANUAL
i20 MAGNA  AT1.4,461000,32000,2016,PASSION ORANGE,PETROL,MANUAL
i20 SPORTZ 1.4,386000,12500,2013,POLAR WHITE,DIESEL,MANUAL
i20 SPORTZ 1.4,500000,25000,2017,SLEEK SILVER,DIESEL,MANUAL
i20 SPORTZ 1.4,486000,20000,2016,STAR DUST,DIESEL,MANUAL
i20 SPORTZ 1.4,426000,22500,2014,FIERY RED,DIESEL,MANUAL
i20 SPORTZ 1.4,441000,23500,2015,MARINA BLUE,DIESEL,MANUAL
i20 SPORTZ 1.4,400000,41500,2011,PASSION ORANGE,DIESEL,MANUAL
i20 ASTA 1.4,430000,28500,2014,POLAR WHITE,DIESEL,MANUAL
i20 ASTA 1.4,376000,16500,2010,SLEEK SILVER,DIESEL,MANUAL
i20 ASTA 1.4,386000,51000,2013,STAR DUST,DIESEL,MANUAL
i20 ASTA 1.4,481000,21000,2016,FIERY RED,DIESEL,MANUAL
i20 ASTA 1.4,400000,40000,2011,MARINA BLUE,DIESEL,MANUAL
i20 ASTA 1.4,386000,51000,2013,PASSION ORANGE,DIESEL,MANUAL
i20 ASTA OPTION 1.4,391000,16500,2015,POLAR WHITE,DIESEL,MANUAL
i20 ASTA OPTION 1.4,452000,41000,2017,SLEEK SILVER,DIESEL,MANUAL
i20 ASTA OPTION 1.4,446000,16000,2014,STAR DUST,DIESEL,MANUAL
i20 ASTA OPTION 1.4,582000,18000,2019,FIERY RED,DIESEL,MANUAL
i20 ASTA OPTION 1.4,486000,19500,2017,MARINA BLUE,DIESEL,MANUAL
i20 ASTA OPTION 1.4,561000,17500,2018,PASSION ORANGE,DIESEL,MANUAL
i20 ASTA DUAL TONE 1.4,510000,16500,2015,POLAR WHITE,DIESEL,MANUAL
i20 ASTA DUAL TONE 1.4,581000,18500,2019,STAR DUST,DIESEL,MANUAL
i20 ASTA DUAL TONE 1.4,561000,20000,2018,FIERY RED,DIESEL,MANUAL
i20 ASTA DUAL TONE 1.4,486000,17500,2014,MARINA BLUE,DIESEL,MANUAL
i20 ASTA DUAL TONE 1.4,610000,16500,2020,PASSION ORANGE,DIESEL,MANUAL
i10 NIOS ERA,581000,13000,2019,POLAR WHITE,PETROL,MANUAL
i10 NIOS ERA,587000,13500,2020,TYPHOON SILVER,PETROL,MANUAL
i10 NIOS ERA,562000,11500,2019,TITAN GREY,PETROL,MANUAL
i10 NIOS ERA,583000,17500,2020,FIERY RED,PETROL,MANUAL
i10 NIOS ERA,596000,12500,2020,ALPHA BLUE,PETROL,MANUAL
i10 NIOS ERA,591000,14500,2020,AQUA TEAL,PETROL,MANUAL
i10 NIOS MAGNA,610000,16500,2020,POLAR WHITE,PETROL,MANUAL
i10 NIOS MAGNA,611000,13500,2020,TYPHOON SILVER,PETROL,MANUAL
i10 NIOS MAGNA,661000,10000,2019,TITAN GREY,PETROL,MANUAL
i10 NIOS MAGNA,558000,15500,2019,FIERY RED,PETROL,MANUAL
i10 NIOS MAGNA,500000,22500,2019,ALPHA BLUE,PETROL,MANUAL
i10 NIOS MAGNA,552000,21000,2019,AQUA TEAL,PETROL,MANUAL
i10 NIOS MAGNA,551000,17000,2019,POLAR WHITE,DIESEL,MANUAL
i10 NIOS MAGNA,584000,14500,2020,TYPHOON SILVER,DIESEL,MANUAL
i10 NIOS MAGNA,549000,18000,2019,TITAN GREY,DIESEL,MANUAL
i10 NIOS MAGNA,561000,16500,2019,FIERY RED,DIESEL,MANUAL
i10 NIOS MAGNA,566000,13500,2019,ALPHA BLUE,DIESEL,MANUAL
i10 NIOS MAGNA,566000,15000,2019,AQUA TEAL,DIESEL,MANUAL
i10 NIOS MAGNA,581000,19500,2020,POLAR WHITE,PETROL,AMT
i10 NIOS MAGNA,582000,20000,2020,TYPHOON SILVER,PETROL,AMT
i10 NIOS MAGNA,583000,19500,2020,TITAN GREY,PETROL,AMT
i10 NIOS MAGNA,559000,18500,2019,FIERY RED,PETROL,AMT
i10 NIOS MAGNA,563000,17500,2019,ALPHA BLUE,PETROL,AMT
i10 NIOS MAGNA,565000,16500,2019,AQUA TEAL,PETROL,AMT
i10 NIOS SPORTZ,571000,18000,2020,POLAR WHITE,PETROL,MANUAL
i10 NIOS SPORTZ,575000,16000,2019,TYPHOON SILVER,PETROL,MANUAL
i10 NIOS SPORTZ,556000,20500,2019,TITAN GREY,PETROL,MANUAL
i10 NIOS SPORTZ,578000,16500,2019,FIERY RED,PETROL,MANUAL
i10 NIOS SPORTZ,579000,11500,2020,ALPHA BLUE,PETROL,MANUAL
i10 NIOS SPORTZ,585000,13000,2020,AQUA TEAL,PETROL,MANUAL
i10 NIOS SPORTZ,582000,17500,2020,POLAR WHITE,PETROL,AMT
i10 NIOS SPORTZ,610000,12500,2020,TYPHOON SILVER,PETROL,AMT
i10 NIOS SPORTZ,561000,14000,2019,TITAN GREY,PETROL,AMT
i10 NIOS SPORTZ,562000,16500,2019,FIERY RED,PETROL,AMT
i10 NIOS SPORTZ,550000,13000,2019,ALPHA BLUE,PETROL,AMT
i10 NIOS SPORTZ,556000,10000,2019,AQUA TEAL,PETROL,AMT
i10 NIOS SPORTZ,553000,13500,2019,POLAR WHITE,DIESEL,AMT
i10 NIOS SPORTZ,561000,15500,2019,TYPHOON SILVER,DIESEL,AMT
i10 NIOS SPORTZ,610000,21500,2020,TITAN GREY,DIESEL,AMT
i10 NIOS SPORTZ,562000,22500,2019,FIERY RED,DIESEL,AMT
i10 NIOS SPORTZ,566000,11500,2019,ALPHA BLUE,DIESEL,AMT
i10 NIOS SPORTZ,586000,18000,2019,AQUA TEAL,DIESEL,AMT
i10 NIOS ASTA,587000,16000,2020,POLAR WHITE,PETROL,MANUAL
i10 NIOS ASTA,561000,14000,2019,TYPHOON SILVER,PETROL,MANUAL
i10 NIOS ASTA,610000,15000,2020,TITAN GREY,PETROL,MANUAL
i10 NIOS ASTA,552000,19500,2019,FIERY RED,PETROL,MANUAL
i10 NIOS ASTA,551000,20000,2019,ALPHA BLUE,PETROL,MANUAL
i10 NIOS ASTA,553000,19500,2019,AQUA TEAL,PETROL,MANUAL
i10 NIOS ASTA,550000,15000,2019,POLAR WHITE,DIESEL,MANUAL
i10 NIOS ASTA,563000,19500,2019,TYPHOON SILVER,DIESEL,MANUAL
i10 NIOS ASTA,561000,20000,2019,TITAN GREY,DIESEL,MANUAL
i10 NIOS ASTA,620000,15000,2020,FIERY RED,DIESEL,MANUAL
i10 NIOS ASTA,626000,14000,2020,ALPHA BLUE,DIESEL,MANUAL
i10 NIOS ASTA,618000,19000,2020,AQUA TEAL,DIESEL,MANUAL
i10 NIOS MAGNA CNG,568000,16500,2020,POLAR WHITE,CNG,MANUAL
i10 NIOS MAGNA CNG,552000,16000,2019,TYPHOON SILVER,CNG,MANUAL
i10 NIOS MAGNA CNG,562000,18500,2020,TITAN GREY,CNG,MANUAL
i10 NIOS MAGNA CNG,551000,18000,2019,FIERY RED,CNG,MANUAL
i10 NIOS MAGNA CNG,561000,18500,2020,ALPHA BLUE,CNG,MANUAL
i10 NIOS MAGNA CNG,610000,20000,2020,AQUA TEAL,CNG,MANUAL
i10 NIOS SPORTZ CNG,553000,17500,2019,POLAR WHITE,CNG,MANUAL
i10 NIOS SPORTZ CNG,563000,16500,2019,TYPHOON SILVER,CNG,MANUAL
i10 NIOS SPORTZ CNG,585000,11000,2019,TITAN GREY,CNG,MANUAL
i10 NIOS SPORTZ CNG,582000,13000,2019,FIERY RED,CNG,MANUAL
i10 NIOS SPORTZ CNG,617000,17000,2020,ALPHA BLUE,CNG,MANUAL
i10 NIOS SPORTZ CNG,581000,12000,2019,AQUA TEAL,CNG,MANUAL
AURA E,619000,16500,2020,VINTAGE BROWN,PETROL,MANUAL
AURA E,621000,11000,2020,ALPHA BLUE,PETROL,MANUAL
AURA E,613000,13000,2020,FIERY RED,PETROL,MANUAL
AURA E,615000,17500,2020,TITAN GREY,PETROL,MANUAL
AURA E,616000,12500,2020,TYPHOON SILVER,PETROL,MANUAL
AURA E,620000,15000,2020,POLAR WHITE,PETROL,MANUAL
AURA S,621000,16500,2020,VINTAGE BROWN,PETROL,AMT
AURA S,624000,13000,2020,ALPHA BLUE,PETROL,AMT
AURA S,631000,11000,2020,FIERY RED,PETROL,AMT
AURA S,626000,16000,2020,TITAN GREY,PETROL,AMT
AURA S,621000,22500,2020,TYPHOON SILVER,PETROL,AMT
AURA S,622000,21000,2020,POLAR WHITE,PETROL,AMT
AURA S,631000,18500,2020,VINTAGE BROWN,DIESEL,AMT
AURA S,620000,18500,2020,ALPHA BLUE,DIESEL,AMT
AURA S,622000,14700,2020,FIERY RED,DIESEL,AMT
AURA S,618000,16000,2020,TITAN GREY,DIESEL,AMT
AURA S,624000,13000,2020,TYPHOON SILVER,DIESEL,AMT
AURA S,623000,15000,2020,POLAR WHITE,DIESEL,AMT
AURA S,616000,19000,2020,VINTAGE BROWN,CNG,MANUAL
AURA S,618000,20000,2020,ALPHA BLUE,CNG,MANUAL
AURA S,620000,19000,2020,FIERY RED,CNG,MANUAL
AURA S,617000,18000,2020,TITAN GREY,CNG,MANUAL
AURA S,618000,16500,2020,TYPHOON SILVER,CNG,MANUAL
AURA S,624000,16000,2020,POLAR WHITE,CNG,MANUAL
AURA SX,625000,18000,2020,VINTAGE BROWN,PETROL,MANUAL
AURA SX,621000,21000,2020,ALPHA BLUE,PETROL,MANUAL
AURA SX,624000,17000,2020,FIERY RED,PETROL,MANUAL
AURA SX,626000,16000,2020,TITAN GREY,PETROL,MANUAL
AURA SX,631000,11000,2020,TYPHOON SILVER,PETROL,MANUAL
AURA SX,628000,13000,2020,POLAR WHITE,PETROL,MANUAL
AURA SX(+),625000,17500,2020,VINTAGE BROWN,PETROL,AMT
AURA SX(+),630000,13000,2020,ALPHA BLUE,PETROL,AMT
AURA SX(+),631000,14500,2020,FIERY RED,PETROL,AMT
AURA SX(+),624000,16000,2020,TITAN GREY,PETROL,AMT
AURA SX(+),632000,14000,2020,TYPHOON SILVER,PETROL,AMT
AURA SX(+),636000,11000,2020,POLAR WHITE,PETROL,AMT
AURA SX(+),633000,14000,2020,POLAR WHITE,PETROL,MANUAL
AURA SX(+),631000,16000,2020,TYPHOON SILVER,PETROL,MANUAL
AURA SX(+),626000,22500,2020,FIERY RED,PETROL,MANUAL
AURA SX(+),625000,26000,2020,TITAN GREY,PETROL,MANUAL
AURA SX(+),645000,11000,2020,ALPHA BLUE,PETROL,MANUAL
AURA SX(+),620000,18000,2020,VINTAGE BROWN,PETROL,MANUAL
AURA SX(+),640000,14000,2020,POLAR WHITE TURBO PACK,PETROL,MANUAL
AURA SX(+),642000,16000,2020,TYPHOON SILVER TURBO PACK,PETROL,MANUAL
AURA SX(+),621000,16500,2020,FIERY RED TURBO PACK,PETROL,MANUAL
AURA SX(+),631000,12000,2020,VINTAGE BROWN,DIESEL,AMT
AURA SX(+),630000,15000,2020,ALPHA BLUE,DIESEL,AMT
AURA SX(+),633000,13500,2020,FIERY RED,DIESEL,AMT
AURA SX(+),626000,17000,2020,TITAN GREY,DIESEL,AMT
AURA SX(+),631000,14000,2020,TYPHOON SILVER,DIESEL,AMT
AURA SX(+),632000,16000,2020,POLAR WHITE,DIESEL,AMT
AURA SX OPTION,700000,13500,2020,VINTAGE BROWN,PETROL,MANUAL
AURA SX OPTION,710000,10000,2020,ALPHA BLUE,PETROL,MANUAL
AURA SX OPTION,691000,16000,2020,FIERY RED,PETROL,MANUAL
AURA SX OPTION,651000,22500,2020,TITAN GREY,PETROL,MANUAL
AURA SX OPTION,650000,21000,2020,TYPHOON SILVER,PETROL,MANUAL
AURA SX OPTION,700000,18000,2020,POLAR WHITE,PETROL,MANUAL
AURA SX OPTION,656000,18500,2020,VINTAGE BROWN,DIESEL,MANUAL
AURA SX OPTION,700000,14000,2020,ALPHA BLUE,DIESEL,MANUAL
AURA SX OPTION,684000,16000,2020,FIERY RED,DIESEL,MANUAL
AURA SX OPTION,676000,13000,2020,TITAN GREY,DIESEL,MANUAL
AURA SX OPTION,710000,15500,2020,TYPHOON SILVER,DIESEL,MANUAL
AURA SX OPTION,681000,19500,2020,POLAR WHITE,DIESEL,MANUAL
XCENT E,352000,75000,2014,POLAR WHITE,PETROL,MANUAL
XCENT E,357000,50000,2015,TYPHOON SILVER,PETROL,MANUAL
XCENT E,366000,65000,2016,FIERY RED,PETROL,MANUAL
XCENT E,382000,43000,2014,TITAN GREY,PETROL,MANUAL
XCENT E,360000,40000,2015,ALPHA BLUE,PETROL,MANUAL
XCENT E,366000,58000,2017,POLAR WHITE,DIESEL,MANUAL
XCENT E,382000,48000,2018,TYPHOON SILVER,DIESEL,MANUAL
XCENT E,367000,37000,2017,FIERY RED,DIESEL,MANUAL
XCENT E,381000,55000,2019,TITAN GREY,DIESEL,MANUAL
XCENT E,360000,46000,2014,ALPHA BLUE,DIESEL,MANUAL
XCENT S,362000,37000,2017,POLAR WHITE,PETROL,AMT
XCENT S,390000,57000,2019,TYPHOON SILVER,PETROL,AMT
XCENT S,350000,68000,2014,FIERY RED,PETROL,AMT
XCENT S,360000,38000,2015,TITAN GREY,PETROL,AMT
XCENT S,356000,47000,2016,ALPHA BLUE,PETROL,AMT
XCENT S,646000,10000,2020,POLAR WHITE,PETROL,MANUAL
XCENT S,352000,60000,2014,TYPHOON SILVER,PETROL,MANUAL
XCENT S,326000,65000,2015,FIERY RED,PETROL,MANUAL
XCENT S,352000,43000,2016,TITAN GREY,PETROL,MANUAL
XCENT S,3270000,50000,2015,ALPHA BLUE,PETROL,MANUAL
XCENT S,410000,29000,2018,POLAR WHITE,DIESEL,MANUAL
XCENT S,351000,63000,2014,TYPHOON SILVER,DIESEL,MANUAL
XCENT S,345000,51000,2015,FIERY RED,DIESEL,MANUAL
XCENT S,410000,22000,2019,TITAN GREY,DIESEL,MANUAL
XCENT S,360000,41000,2014,ALPHA BLUE,DIESEL,MANUAL
XCENT SX,326000,60000,2016,POLAR WHITE,PETROL,MANUAL
XCENT SX,342000,65000,2014,TYPHOON SILVER,PETROL,MANUAL
XCENT SX,400000,53000,2018,FIERY RED,PETROL,MANUAL
XCENT SX,352000,45000,2014,TITAN GREY,PETROL,MANUAL
XCENT SX,426000,62000,2017,ALPHA BLUE,PETROL,MANUAL
XCENT SX,326000,58000,2016,POLAR WHITE,DIESEL,MANUAL
XCENT SX,345000,64000,2014,TYPHOON SILVER,DIESEL,MANUAL
XCENT SX,371000,62000,2015,FIERY RED,DIESEL,MANUAL
XCENT SX,410000,54000,2018,TITAN GREY,DIESEL,MANUAL
XCENT SX OPTION,436000,18000,2019,ALPHA BLUE,DIESEL,MANUAL
XCENT SX OPTION,432000,56000,2018,POLAR WHITE,DIESEL,MANUAL
XCENT SX OPTION,351000,60000,2014,TYPHOON SILVER,DIESEL,MANUAL
XCENT SX OPTION,335000,59000,2015,FIERY RED,DIESEL,MANUAL
XCENT SX OPTION,360000,57000,2016,TITAN GREY,DIESEL,MANUAL
XCENT SX OPTION,350000,62000,2014,ALPHA BLUE,DIESEL,MANUAL
